,id,title,area,interpretability,doi,source
1315,3849,Benchmarking Large Language Model Capabilities for Conditional Generation,Posters,,10.18653/v1/2023.acl-long.511,ACL2023
1316,3852,A Survey on Asking Clarification Questions Datasets in Conversational Systems,Posters,,10.18653/v1/2023.acl-long.152,ACL2023
1317,3853,Prompt to be Consistent is Better than Self-Consistent? Few-Shot and Zero-Shot Fact Verification with Pre-trained Language Models,,,10.18653/v1/2023.findings-acl.278,ACL2023
1318,3857,LET: Leveraging Error Type Information for Grammatical Error Correction,,,10.18653/v1/2023.findings-acl.371,ACL2023
1319,3859,Simplicity Bias in Transformers and their Ability to Learn Sparse Boolean Functions,Virtual Poster,,10.18653/v1/2023.acl-long.317,ACL2023
1320,3860,Nonlinear Structural Equation Model Guided Gaussian Mixture Hierarchical Topic Modeling,Virtual Poster,,10.18653/v1/2023.acl-long.578,ACL2023
1321,3864,Transitioning from benchmarks to a real-world case of information-seeking in Scientific Publications,,,10.18653/v1/2023.findings-acl.68,ACL2023
1322,3866,SLUE Phase-2:  A Benchmark Suite of Diverse Spoken Language Understanding Tasks,Virtual Poster,,,ACL2023
1323,3868,A Unified Evaluation Framework for Novelty Detection and Accommodation in NLP with an Instantiation in Authorship Attribution,Virtual Poster,,10.18653/v1/2023.findings-acl.113,ACL2023
1324,3876,Interpretable Word Sense Representations via Definition Generation: The Case of Semantic Change Analysis,Semantics: Lexical,False,10.18653/v1/2023.acl-long.176,ACL2023
1325,3878,Reinforcement Learning for Topic Models,Virtual Poster,,10.18653/v1/2023.findings-acl.265,ACL2023
1326,3880,RQUGE: Reference-Free Metric for Evaluating Question Generation by Answering the Question,Virtual Poster,,10.18653/v1/2023.findings-acl.428,ACL2023
1327,3883,Model-Generated Pretraining Signals Improves Zero-Shot Generalization of Text-to-Text Transformers,Virtual Poster,,10.18653/v1/2023.acl-long.724,ACL2023
1328,3888,Being Right for Whose Right Reasons?,Posters,,10.18653/v1/2023.acl-long.59,ACL2023
1329,3890,Discourse-Centric Evaluation of Document-level Machine Translation with a New Densely Annotated Parallel Corpus of Novels,Machine Translation,False,10.18653/v1/2023.acl-long.435,ACL2023
1330,3893,Run Like a Girl! Sport-Related Gender Bias in Language and Vision,,,10.18653/v1/2023.findings-acl.886,ACL2023
1331,3895,Cross-Lingual Transfer with Target Language-Ready Task Adapters,,,10.18653/v1/2023.findings-acl.13,ACL2023
1332,3900,What to Fuse and How to Fuse: Exploring Emotion and Personality Fusion Strategies for Explainable Mental Disorder Detection,,,10.18653/v1/2023.findings-acl.568,ACL2023
1333,3903,WebIE: Faithful and Robust Information Extraction on the Web,Posters,,10.18653/v1/2023.acl-long.428,ACL2023
1334,3907,Layerwise universal adversarial attack on NLP models,Findings Spotlights III,,10.18653/v1/2023.findings-acl.10,ACL2023
1335,3908,MultiInstruct: Improving Multi-Modal Zero-Shot Learning via Instruction Tuning,Virtual Poster,,10.18653/v1/2023.acl-long.641,ACL2023
1336,3909,SWiPE: A Dataset for Document-Level Simplification of Wikipedia Pages,Posters,,10.18653/v1/2023.acl-long.596,ACL2023
1337,3911,Entity Tracking in Language Models,Posters,,10.18653/v1/2023.acl-long.213,ACL2023
1338,3917,It's not Sexually Suggestive; It's Educative | Separating Sex Education from Suggestive Content on TikTok videos,Virtual Poster,,,ACL2023
1339,3919,TextObfuscator: Making Pre-trained Language Model a Privacy Protector  via Obfuscating Word Representations,,,,ACL2023
1340,3921,The Role of Output Vocabulary in T2T LMs for SPARQL Semantic Parsing,,,10.18653/v1/2023.findings-acl.774,ACL2023
1341,3923,Geo-Seq2seq: Twitter User Geolocation on Noisy Data through Sequence to Sequence Learning,Virtual Poster,,10.18653/v1/2023.findings-acl.294,ACL2023
1342,3924,Byte-Level Grammatical Error Correction Using Synthetic and Curated Corpora,NLP Applications,False,10.18653/v1/2023.acl-long.402,ACL2023
1343,3926,This prompt is measuring <mask>: evaluating bias evaluation in language models,Virtual Poster,,10.18653/v1/2023.findings-acl.139,ACL2023
1344,3928,Coarse-to-fine Few-shot Learning for Named Entity Recognition,,,10.18653/v1/2023.findings-acl.253,ACL2023
1345,3930,RECAP: Retrieval-Enhanced Context-Aware Prefix Encoder for Personalized Dialogue Response Generation,Posters,,10.18653/v1/2023.acl-long.468,ACL2023
1346,3938,Glot500: Scaling Multilingual Corpora and Language Models to 500 Languages,Large Language Models,False,10.18653/v1/2023.acl-long.61,ACL2023
1347,3939,Dynamic Transformers Provide a False Sense of Efficiency,Virtual Poster,,10.18653/v1/2023.acl-long.395,ACL2023
1348,3940,Distinguishing Address vs. Reference Mentions of Personal Names in Text,Virtual Poster,,10.18653/v1/2023.findings-acl.425,ACL2023
1349,3944,Dating Greek Papyri with Text Regression,Virtual Poster,,10.18653/v1/2023.acl-long.556,ACL2023
1350,3945,Schema-Guided User Satisfaction Modeling for Task-Oriented Dialogues,Dialogue and Interactive Systems,False,10.18653/v1/2023.acl-long.116,ACL2023
1351,3948,Speaking the Language of Your Listener: Audience-Aware Adaptation via Plug-and-Play Theory of Mind,Findings Spotlights II,,10.18653/v1/2023.findings-acl.258,ACL2023
1352,3951,Split-NER: Named Entity Recognition via Two Question-Answering-based Classifications,Posters,,10.18653/v1/2023.acl-short.36,ACL2023
1353,3953,DICE: Data-Efficient Clinical Event Extraction with Generative Models,NLP Applications,False,10.18653/v1/2023.acl-long.886,ACL2023
1354,3954,C-XNLI: Croatian Extension of XNLI Dataset,Virtual Poster,,10.18653/v1/2023.findings-acl.142,ACL2023
1355,3955,Pragmatic Inference with a CLIP Listener for Contrastive Captioning,,,10.18653/v1/2023.findings-acl.120,ACL2023
1356,3958,Compositional Data Augmentation for Abstractive Conversation Summarization,Posters,,10.18653/v1/2023.acl-long.82,ACL2023
1357,3959,DecompX: Explaining Transformers Decisions by Propagating Token Decomposition,Posters,,10.18653/v1/2023.acl-long.149,ACL2023
1358,3960,LENS: A Learnable Evaluation Metric for Text Simplification,Posters,,10.18653/v1/2023.acl-long.905,ACL2023
1359,3961,Exclusive Supermask Subnetwork Training for Continual Learning,Virtual Poster,,10.18653/v1/2023.findings-acl.36,ACL2023
1360,3962,LAIT: Efficient Multi-Segment Encoding in Transformers with Layer-Adjustable Interaction,Posters,,10.18653/v1/2023.acl-long.571,ACL2023
1361,3963,FACTIFY-5WQA: 5W Aspect-based Fact Verification through Question Answering,Posters,,10.18653/v1/2023.acl-long.581,ACL2023
1362,3969,Uncovering and Categorizing Social Biases in Text-to-SQL,Virtual Poster,,10.18653/v1/2023.acl-long.759,ACL2023
1363,3970,Taxonomy of Problems in Lexical Semantics,Virtual Poster,,10.18653/v1/2023.findings-acl.623,ACL2023
1364,3973,lilGym: Natural Language Visual Reasoning with Reinforcement Learning,Posters,,10.18653/v1/2023.acl-long.512,ACL2023
1365,3976,Revisiting Relation Extraction in the era of Large Language Models,Posters,,10.18653/v1/2023.acl-long.868,ACL2023
1366,3977,Measuring Progress in Fine-grained Vision-and-Language Understanding,Posters,,10.18653/v1/2023.acl-long.87,ACL2023
1367,3982,Risks and NLP Design:  A Case Study on Procedural Document QA,Virtual Poster,,,ACL2023
1368,3983,Stereotypes and Smut: The (Mis)representation of Non-cisgender Identities by Text-to-Image Models,Virtual Poster,,10.18653/v1/2023.findings-acl.502,ACL2023
1369,3985,Pre-Trained Language-Meaning Models for Multilingual Parsing and Generation,Virtual Poster,,10.18653/v1/2023.findings-acl.345,ACL2023
1370,3991,Empowering Cross-lingual Behavioral Testing of NLP Models with Typological Features,Multilingualism and Cross-Lingual NLP,False,10.18653/v1/2023.acl-long.396,ACL2023
1371,3992,"Summarizing, Simplifying, and Synthesizing Medical Evidence using GPT-3 (with Varying Success)",Posters,,10.18653/v1/2023.acl-short.119,ACL2023
1372,3993,Language Modeling with Latent Situations,Findings Spotlights II,,10.18653/v1/2023.findings-acl.795,ACL2023
1373,3998,ALERT: Adapt Language Models to Reasoning Tasks,Posters,,10.18653/v1/2023.acl-long.60,ACL2023
1374,3999,Faithfulness Tests for Natural Language Explanations,Interpretability and Analysis of Models for NLP,True,10.18653/v1/2023.acl-short.25,ACL2023
1375,4005,Modeling User Satisfaction Dynamics in Dialogue via Hawkes Process,Posters,,10.18653/v1/2023.acl-long.494,ACL2023
1376,4007,Exploring Continual Learning for Code Generation Models,Posters,,10.18653/v1/2023.acl-short.68,ACL2023
1377,4008,A dynamic programming algorithm for span-based nested named-entity recognition in $O(n^2)$,Virtual Poster,,,ACL2023
1378,4012,SenteCon: Leveraging Lexicons to Learn Human-Interpretable Language Representations,Virtual Poster,,10.18653/v1/2023.findings-acl.264,ACL2023
1379,4013,Unnatural Instructions: Tuning Language Models with (Almost) No Human Labor,Virtual Poster,,10.18653/v1/2023.acl-long.806,ACL2023
1380,4017,Nichelle and Nancy: The Influence of Demographic Attributes and Tokenization Length on First Name Biases,Virtual Poster,,10.18653/v1/2023.acl-short.34,ACL2023
1381,4018,DrBERT: A Robust Pre-trained Model in French for Biomedical and Clinical domains,Posters,,10.18653/v1/2023.acl-long.896,ACL2023
1382,4020,Analyzing Text Representations by Measuring Task Alignment,Posters,,10.18653/v1/2023.acl-short.7,ACL2023
1383,4021,ANALOGICAL - A Novel Benchmark for Long Text Analogy Evaluation in Large Language Models,Virtual Poster,,10.18653/v1/2023.findings-acl.218,ACL2023
1384,4026,Toward Expanding the Scope of Radiology Report Summarization to Multiple Anatomies and Modalities,Posters,,10.18653/v1/2023.acl-short.41,ACL2023
1385,4028,LEDA: a Large-Organization Email-Based Decision-Dialogue-Act Analysis Dataset,Virtual Poster,,10.18653/v1/2023.findings-acl.378,ACL2023
1386,4032,"With Prejudice to None: A Few-Shot, Multilingual Transfer Learning Approach to Detect Social Bias in Low Resource Languages",Virtual Poster,,10.18653/v1/2023.findings-acl.842,ACL2023
1387,4037,End-to-End Argument Mining over Varying Rhetorical Structures,Virtual Poster,,10.18653/v1/2023.findings-acl.209,ACL2023
1388,4039,NatCS: Eliciting Natural Customer Support Dialogues,,,10.18653/v1/2023.findings-acl.613,ACL2023
1389,4044,Leveraging Synthetic Targets for Machine Translation,,,10.18653/v1/2023.findings-acl.597,ACL2023
1390,4049,Benchmarking Diverse-Modal Entity Linking with Generative Models,Virtual Poster,,10.18653/v1/2023.findings-acl.497,ACL2023
1391,4051,HyHTM: Hyperbolic Geometry-based Hierarchical Topic Model,Findings Spotlights III,,10.18653/v1/2023.findings-acl.742,ACL2023
1392,4053,Contrastive Learning of Sociopragmatic Meaning in Social Media,Virtual Poster,,10.18653/v1/2023.findings-acl.152,ACL2023
1393,4055,CREST: A Joint Framework for Rationalization and Counterfactual Text Generation,Interpretability and Analysis of Models for NLP,True,10.18653/v1/2023.acl-long.842,ACL2023
1394,4056,The Tail Wagging the Dog: Dataset Construction Biases of Social Bias Benchmarks,Posters,,10.18653/v1/2023.acl-short.118,ACL2023
1395,4058,Decoding Symbolism in Language Models,Posters,,10.18653/v1/2023.acl-long.186,ACL2023
1396,4062,From chocolate bunny to chocolate crocodile: Do Language Models Understand Noun Compounds?,,,10.18653/v1/2023.findings-acl.169,ACL2023
1397,4064,Numeric Magnitude Comparison Effects in Large Language Models,Virtual Poster,,10.18653/v1/2023.findings-acl.383,ACL2023
1398,4065,TADA : Task Agnostic Dialect Adapters for English,Findings Spotlights III,,10.18653/v1/2023.findings-acl.51,ACL2023
1399,4069,PragmatiCQA: A Dataset for Pragmatic Question Answering in Conversations,Findings Spotlights III,,10.18653/v1/2023.findings-acl.385,ACL2023
1400,4074,Adversarial Robustness of Prompt-based Few-Shot Learning for Natural Language Understanding,Virtual Poster,,10.18653/v1/2023.findings-acl.138,ACL2023
1401,4079,PairSpanBERT: An Enhanced Language Model for Bridging Resolution,Discourse and Pragmatics,False,10.18653/v1/2023.acl-long.383,ACL2023
1402,4080,Theory of Mind in Freely-Told Children's Narratives: A Classification Approach,,,,ACL2023
1403,4086,A Match Made in Heaven: A Multi-task Framework for Hyperbole and Metaphor Detection,Findings Spotlights III,,10.18653/v1/2023.findings-acl.26,ACL2023
1404,4087,Varta: A Large-Scale Headline-Generation Dataset for Indic Languages,Findings Spotlights I,,10.18653/v1/2023.findings-acl.215,ACL2023
1405,4089,Morphological Inflection with Phonological Features,Posters,,10.18653/v1/2023.acl-short.54,ACL2023
1406,4090,Interpretable Math Word Problem Solution Generation via Step-by-step Planning,Posters,,10.18653/v1/2023.acl-long.379,ACL2023
1407,4101,Forgotten Knowledge: Examining the Citational Amnesia in NLP,Posters,,10.18653/v1/2023.acl-long.341,ACL2023
1408,4105,Learning Answer Generation using Supervision from Automatic Question Answering Evaluators,Posters,,10.18653/v1/2023.acl-long.467,ACL2023
1409,4106,"Federated Learning for Semantic Parsing: Task Formulation, Evaluation Setup, New Algorithms",Posters,,10.18653/v1/2023.acl-long.678,ACL2023
1410,4115,DEplain: A German Parallel Corpus with Intralingual Translations into Plain Language for Sentence and Document Simplification,Posters,,10.18653/v1/2023.acl-long.908,ACL2023
1411,4116,Cognitive Reframing of Negative Thoughts through Human-Language Model Interaction,"Linguistic Theories, Cognitive Modeling, and Psycholinguistics",False,10.18653/v1/2023.acl-long.555,ACL2023
1412,4118,Knowledge Graph Embeddings using Neural Itˆ𝑜 Process: From Multiple Walks to Stochastic Trajectories,,,,ACL2023
1413,4124,Synthetic Pre-Training Tasks for Neural Machine Translation,Findings Spotlights II,,10.18653/v1/2023.findings-acl.512,ACL2023
1414,4125,Detection and Mitigation of the Negative Impact of Dataset Extractivity on Abstractive Summarization,,,10.18653/v1/2023.findings-acl.877,ACL2023
1415,4130,MetaAdapt: Domain Adaptive Few-Shot Misinformation Detection via Meta Learning,Virtual Poster,,10.18653/v1/2023.acl-long.286,ACL2023
1416,4132,Recipes for Sequential Pre-training of Multilingual Encoder and Seq2Seq Models,Virtual Poster,,10.18653/v1/2023.findings-acl.598,ACL2023
1417,4135,Words as Gatekeepers: Measuring Discipline-specific Terms and Meanings in Scholarly Publications,Virtual Poster,,10.18653/v1/2023.findings-acl.433,ACL2023
1418,4136,On the Efficacy of Sampling Adapters,Posters,,10.18653/v1/2023.acl-long.80,ACL2023
1419,4139,What is the best recipe for character-level encoder-only modelling?,"Phonology, Morphology, and Word Segmentation",False,10.18653/v1/2023.acl-long.326,ACL2023
1420,4140,Learning from Children: Improving Image-Caption Pretraining via Curriculum,Virtual Poster,,10.18653/v1/2023.findings-acl.846,ACL2023
1421,4152,Unsupervised Mapping of Arguments of Deverbal Nouns to Their Corresponding Verbal Labels,Findings Spotlights III,,10.18653/v1/2023.findings-acl.184,ACL2023
1422,4153,Implicit Memory Transformer for Computationally Efficient Simultaneous Speech Translation,Virtual Poster,,10.18653/v1/2023.findings-acl.816,ACL2023
1423,4155,A Natural Bias for Language Generation Models,Posters,,10.18653/v1/2023.acl-short.22,ACL2023
1424,4157,EEL: Efficiently Encoding Lattices for Reranking,Posters,,10.18653/v1/2023.acl-long.517,ACL2023
1425,4158,Visual Coherence Loss for Coherent and Visually Grounded Story Generation,Findings Spotlights II,,10.18653/v1/2023.findings-acl.603,ACL2023
1426,4159,Syntax and Geometry of Information,Posters,,10.18653/v1/2023.acl-long.590,ACL2023
1427,4162,End-to-end Knowledge Retrieval with Multi-modal Queries,Posters,,10.18653/v1/2023.acl-long.478,ACL2023
1428,4171,Exploring How Generative Adversarial Networks Learn Phonological Representations,"Linguistic Theories, Cognitive Modeling, and Psycholinguistics",False,10.18653/v1/2023.acl-long.175,ACL2023
1429,4176,The Diminishing Returns of Masked Language Models to Science,,,10.18653/v1/2023.findings-acl.82,ACL2023
1430,4177,Data-Efficient French Language Modeling with CamemBERTa,,,10.18653/v1/2023.findings-acl.320,ACL2023
1431,4178,Efficient Transformers with Dynamic Token Pooling,Posters,,10.18653/v1/2023.acl-long.353,ACL2023
1432,4181,Zero- and Few-Shot Event Detection via Prompt-Based Meta Learning,Virtual Poster,,10.18653/v1/2023.acl-long.440,ACL2023
1433,4182,The Art of Prompting: Event Detection based on Type Specific Prompts,Virtual Poster,,10.18653/v1/2023.acl-short.111,ACL2023
1434,4186,VisText: A Benchmark for Semantically Rich Chart Captioning,"Language Grounding to Vision, Robotics, and Beyond",False,10.18653/v1/2023.acl-long.401,ACL2023
1435,4188,Grounding Characters and Places in Narrative Text,Computational Social Science and Cultural Analytics,False,10.18653/v1/2023.acl-long.655,ACL2023
1436,4192,On Improving Summarization Factual Consistency from Natural Language Feedback,Posters,,10.18653/v1/2023.acl-long.844,ACL2023
1437,4194,A Benchmark on Extremely Weakly Supervised Text Classification: Reconcile Seed Matching and Prompting Approaches,,,10.18653/v1/2023.findings-acl.244,ACL2023
1438,4196,RE-Matching: A Fine-Grained Semantic Matching Method for Zero-Shot Relation Extraction,Posters,,10.18653/v1/2023.acl-long.369,ACL2023
1439,4198,Decomposed scoring of CCG dependencies,Posters,,10.18653/v1/2023.acl-short.89,ACL2023
1440,4202,Efficient Semiring-Weighted Earley Parsing,Posters,,10.18653/v1/2023.acl-long.204,ACL2023
1441,4207,Open Set Relation Extraction via Unknown-Aware Training,Information Extraction,False,10.18653/v1/2023.acl-long.525,ACL2023
1442,4208,Script Normalization for Unconventional Writing of Under-Resourced Languages in Bilingual Communities,Linguistic Diversity,False,10.18653/v1/2023.acl-long.809,ACL2023
1443,4209,BUCA: A Binary Classification Approach to Unsupervised Commonsense Question Answering,Posters,,10.18653/v1/2023.acl-short.33,ACL2023
1444,4210,Concept2Box: Joint Geometric Embeddings for Learning Two-View Knowledge Graphs,Virtual Poster,,10.18653/v1/2023.findings-acl.642,ACL2023
1445,4213,World-to-Words: Grounded Open Vocabulary Acquisition through Fast Mapping in Vision-Language Models,Posters,,10.18653/v1/2023.acl-long.31,ACL2023
1446,4215,Actively Supervised Clustering for Open Relation Extraction,Posters,,10.18653/v1/2023.acl-long.273,ACL2023
1447,4220,NOTABLE: Transferable Backdoor Attacks Against Prompt-based NLP Models,Virtual Poster,,10.18653/v1/2023.acl-long.867,ACL2023
1448,4221,Precise Zero-Shot Dense Retrieval without Relevance Labels,Information Retrieval and Text Mining,False,10.18653/v1/2023.acl-long.99,ACL2023
1449,4225,Towards Argument-Aware Abstractive Summarization of Long Legal Opinions with Summary Reranking,Virtual Poster,,10.18653/v1/2023.findings-acl.481,ACL2023
1450,4226,Event Extraction as Question Generation and Answering,Posters,,10.18653/v1/2023.acl-short.143,ACL2023
1451,4228,World Models for Math Story Problems,Virtual Poster,,10.18653/v1/2023.findings-acl.579,ACL2023
1452,4230,Multi-Dimensional Evaluation of Text Summarization with In-Context Learning,Virtual Poster,,10.18653/v1/2023.findings-acl.537,ACL2023
1453,4233,Open-Domain Hierarchical Event Schema Induction by Incremental Prompting and Verification,Posters,,10.18653/v1/2023.acl-long.312,ACL2023
1454,4234,REV: Information-Theoretic Evaluation of Free-Text Rationales,Posters,,10.18653/v1/2023.acl-long.112,ACL2023
1455,4235,"Computer says ""No"": The Case Against Empathetic Conversational AI",,,,ACL2023
1456,4238,RL4F: Generating Natural Language Feedback with Reinforcement Learning for Repairing Model Outputs,Posters,,10.18653/v1/2023.acl-long.427,ACL2023
1457,4242,Attribute Controlled Dialogue Prompting,Virtual Poster,,10.18653/v1/2023.findings-acl.150,ACL2023
1458,4247,Using Collostructional Analysis to evaluate BERT's representation of linguistic constructions,,,,ACL2023
1459,4250,RAMP: Retrieval and Attribute-Marking Enhanced Prompting for Attribute-Controlled Translation,Posters,,10.18653/v1/2023.acl-short.126,ACL2023
1460,4252,Modeling Cross-Cultural Pragmatic Inference with Codenames Duet,Findings Spotlights I,,10.18653/v1/2023.findings-acl.410,ACL2023
1461,4253,A New Task and Dataset on Detecting Attacks on Human Rights Defenders,Virtual Poster,,10.18653/v1/2023.findings-acl.443,ACL2023
1462,4254,FiD-ICL: A Fusion-in-Decoder Approach for Efficient In-Context Learning,Posters,,10.18653/v1/2023.acl-long.454,ACL2023
1463,4258,In-Context Analogical Reasoning with Pre-Trained Language Models,Posters,,10.18653/v1/2023.acl-long.109,ACL2023
1464,4260,From Dogwhistles to Bullhorns: Unveiling Coded Rhetoric with Language Models,Posters,,10.18653/v1/2023.acl-long.845,ACL2023
1465,4263,Distill or Annotate? Cost-Efficient Fine-Tuning of Compact Models,Posters,,10.18653/v1/2023.acl-long.622,ACL2023
1466,4264,Large Language Models Are Partially Primed in Pronoun Interpretation,,,10.18653/v1/2023.findings-acl.605,ACL2023
1467,4268,The Mechanical Bard: An Interpretable Machine Learning Approach to Shakespearean Sonnet Generation,Virtual Poster,,10.18653/v1/2023.acl-short.140,ACL2023
1468,4277,Sequential Path Signature Networks for Personalised Longitudinal Language Modeling,Virtual Poster,,10.18653/v1/2023.findings-acl.310,ACL2023
1469,4280,Unsupervised Extractive Summarization of Emotion Triggers,Posters,,10.18653/v1/2023.acl-long.531,ACL2023
1470,4282,Language of Bargaining,Posters,,10.18653/v1/2023.acl-long.735,ACL2023
1471,4286,Measuring Inductive Biases of In-Context Learning with Underspecified Demonstrations,Large Language Models,False,10.18653/v1/2023.acl-long.632,ACL2023
1472,4289,I Cast Detect Thoughts: Learning to Converse and Guide with Intents and Theory-of-Mind in Dungeons and Dragons,Posters,,10.18653/v1/2023.acl-long.624,ACL2023
1473,4295,The Coreference under Transformation Labeling Dataset: Entity Tracking in Procedural Texts Using Event Models,Virtual Poster,,10.18653/v1/2023.findings-acl.788,ACL2023
1474,4296,NLP Reproducibility For All: Understanding Experiences of Beginners,Posters,,10.18653/v1/2023.acl-long.568,ACL2023
1475,4297,Long to reign over us: A Case Study of Machine Translation and a New Monarch,,,10.18653/v1/2023.findings-acl.412,ACL2023
1476,4308,Human Inspired Progressive Alignment and Comparative Learning for Grounded Word Acquisition,Posters,,10.18653/v1/2023.acl-long.863,ACL2023
1477,4312,Jointly Reparametrized Multi-Layer Adaptation for Efficient and Private Tuning,,,10.18653/v1/2023.findings-acl.799,ACL2023
1478,4315,An (unhelpful) guide to selecting the best ASR architecture for your under-resourced language,Linguistic Diversity,False,10.18653/v1/2023.acl-short.87,ACL2023
1479,4317,FormNetV2: Multimodal Graph Contrastive Learning for Form Document Information Extraction,Posters,,10.18653/v1/2023.acl-long.501,ACL2023
1480,4326,ACTC: Active Threshold Calibration for Cold-Start Knowledge Graph Completion,Posters,,10.18653/v1/2023.acl-short.158,ACL2023
1481,4328,Linguistic representations for fewer-shot relation extraction across domains,Information Extraction,False,10.18653/v1/2023.acl-long.414,ACL2023
1482,4330,Mapping Brains with Language Models: A Survey,,,10.18653/v1/2023.findings-acl.618,ACL2023
1483,4334,A Study on the Efficiency and Generalization of Light Hybrid Retrievers,Posters,,10.18653/v1/2023.acl-short.139,ACL2023
1484,4335,MAD-TSC: A Multilingual Aligned News Dataset for Target-dependent Sentiment Classification,Posters,,10.18653/v1/2023.acl-long.461,ACL2023
1485,4336,ORCA: A Challenging Benchmark for Arabic Language Understanding,Virtual Poster,,10.18653/v1/2023.findings-acl.609,ACL2023
1486,4340,Are Machine Rationales (Not) Useful to Humans? Measuring and Improving Human Utility of Free-text Rationales,Interpretability and Analysis of Models for NLP,True,10.18653/v1/2023.acl-long.392,ACL2023
1487,4341,Contrastive Training Improves Zero-Shot Classification of Semi-structured Documents,Virtual Poster,,10.18653/v1/2023.findings-acl.473,ACL2023
1488,4348,Controlled Text Generation with Hidden Representation Transformations,Virtual Poster,,10.18653/v1/2023.findings-acl.602,ACL2023
1489,4350,Improving Generalization in Language Model-based Text-to-SQL Semantic Parsing: Two Simple Semantic Boundary-based Techniques,Posters,,10.18653/v1/2023.acl-short.15,ACL2023
1490,4357,MeetingQA: Extractive Question-Answering on Meeting Transcripts,Posters,,10.18653/v1/2023.acl-long.837,ACL2023
1491,4371,History repeats: Overcoming catastrophic forgetting for event-centric temporal knowledge graph completion,Virtual Poster,,10.18653/v1/2023.findings-acl.490,ACL2023
1492,4372,TAGPRIME: A Unified Framework for Relational Structure Extraction,Information Extraction,False,10.18653/v1/2023.acl-long.723,ACL2023
1493,4374,Aligning Offline Metrics and Human Judgments of Value for Code Generation Models,,,10.18653/v1/2023.findings-acl.540,ACL2023
1494,4382,PeaCoK: Persona Commonsense Knowledge for Consistent and Engaging Narratives,Posters,,10.18653/v1/2023.acl-long.362,ACL2023
1495,4384,Residual Prompt Tuning: improving prompt tuning with residual reparameterization,Virtual Poster,,10.18653/v1/2023.findings-acl.421,ACL2023
1496,4387,PIP: Parse-Instructed Prefix for Syntactically Controlled Paraphrase Generation,Virtual Poster,,10.18653/v1/2023.findings-acl.659,ACL2023
1497,4395,SERENGETI: Massively Multilingual Language Models for Africa,Virtual Poster,,10.18653/v1/2023.findings-acl.97,ACL2023
1498,4396,FairPrism: Evaluating Fairness-Related Harms in Text Generation,Posters,,10.18653/v1/2023.acl-long.343,ACL2023
1499,4398,Spontaneous gestures encoded by hand positions improve language models: An Information-Theoretic motivated study,,,10.18653/v1/2023.findings-acl.600,ACL2023
1500,4404,Eliciting Affective Events from Language Models by Multiple View Co-prompting,,,10.18653/v1/2023.findings-acl.199,ACL2023
1501,4406,Few-Shot Document-Level Event Argument Extraction,Posters,,10.18653/v1/2023.acl-long.446,ACL2023
1502,4408,Learning Non-linguistic Skills without Sacrificing Linguistic Proficiency,Virtual Poster,,10.18653/v1/2023.acl-long.340,ACL2023
1503,4409,Curriculum Learning for Graph Neural Networks: A Multiview Competence-based Approach,Posters,,10.18653/v1/2023.acl-long.389,ACL2023
1504,4415,Learning Symbolic Rules over Abstract Meaning Representations for Textual Reinforcement Learning,Posters,,10.18653/v1/2023.acl-long.373,ACL2023
1505,4416,Unsupervised Melody-to-Lyrics Generation,Posters,,10.18653/v1/2023.acl-long.513,ACL2023
1506,4419,Toward Interactive Dictation,Posters,,10.18653/v1/2023.acl-long.854,ACL2023
1507,4422,Causal Matching with Text Embeddings: A Case Study in Estimating the Causal Effects of Peer Review Policies,Virtual Poster,,10.18653/v1/2023.findings-acl.83,ACL2023
1508,4423,A Systematic Study and Comprehensive Evaluation of ChatGPT on Benchmark Datasets,Findings Spotlights III,,10.18653/v1/2023.findings-acl.29,ACL2023
1509,4424,Interleaving Retrieval with Chain-of-Thought Reasoning for Knowledge-Intensive Multi-Step Questions,Posters,,10.18653/v1/2023.acl-long.557,ACL2023
1510,4433,ScoNe: Benchmarking Negation Reasoning in Language Models With Fine-Tuning and In-Context Learning,Virtual Poster,,10.18653/v1/2023.acl-short.154,ACL2023
1511,4435,The Dangers of trusting Stochastic Parrots: Faithfulness and Trust in Open-domain Conversational Question Answering,Findings Spotlights I,,10.18653/v1/2023.findings-acl.60,ACL2023
1512,4439,Disentangling Aspect and Stance via a Siamese Autoencoder for Aspect Clustering of Vaccination Opinions,,,10.18653/v1/2023.findings-acl.115,ACL2023
1513,4442,Grokking of Hierarchical Structure in Vanilla Transformers,Virtual Poster,,10.18653/v1/2023.acl-short.38,ACL2023
1514,4446,Targeted Data Generation: Finding and Fixing Model Weaknesses,Posters,,10.18653/v1/2023.acl-long.474,ACL2023
1515,4448,Improving Long Dialogue Summarization with Semantic Graph Representation,Virtual Poster,,10.18653/v1/2023.findings-acl.871,ACL2023
1516,4450,Check-COVID: Fact-Checking COVID-19 News Claims with Scientific Evidence,,,10.18653/v1/2023.findings-acl.888,ACL2023
1517,4451,Class-Adaptive Self-Training for Relation Extraction with Incompletely Annotated Training Data,Virtual Poster,,10.18653/v1/2023.findings-acl.549,ACL2023
1518,4452,Contextualized Soft Prompts for Extraction of Event Arguments,,,10.18653/v1/2023.findings-acl.266,ACL2023
1519,4456,Additive manifesto decomposition: A policy domain aware method for understanding party positioning,Virtual Poster,,10.18653/v1/2023.findings-acl.499,ACL2023
1520,4462,Logic-driven Indirect Supervision: An Application to Crisis Counseling,Posters,,10.18653/v1/2023.acl-long.654,ACL2023
